Name,Age,Gender,Computer Network,Web Computing,Machine Learning,Data Warehouse and Mining,Statistics,Total,Percentage,Result
Pranav Patel,20,Female,52,33,59,89,68,301,60.2,Successful
Advik Shah,24,Female,78,97,97,43,45,360,72,Successful
Vihaan Patel,20,Male,92,89,86,57,69,393,78.6,Successful
Ansh Patel,23,Male,66,39,97,89,81,372,74.4,Successful
Anvi Shah,19,Male,50,97,69,89,90,395,79,Successful
Vivaan Shah,19,Male,52,70,68,60,45,295,59,Successful
Aadhya Shah,20,Male,97,54,97,60,45,353,70.6,Successful
Mohammad Sharma,22,Female,52,68,34,89,62,305,61,Successful
Nidhi Shah,19,Female,52,81,97,69,86,385,77,Successful
Mohammad Shah,21,Female,92,39,97,35,85,348,69.6,Successful
Ritik Sharma,22,Male,52,70,57,89,45,313,62.6,Successful
Vivaan Patel,23,Female,80,70,97,39,45,331,66.2,Successful
Arnav Sharma,22,Female,52,70,85,39,55,301,60.2,Successful
Aditya Patel,24,Female,52,78,65,89,40,324,64.8,Successful
Ananya Patel,21,Male,58,67,46,89,45,305,61,Successful
Ananya Shah,24,Male,53,68,97,99,65,382,76.4,Successful
Anvi Sharma,21,Female,52,84,79,71,79,365,73,Successful
Shaurya Shah,19,Male,52,39,47,63,37,238,47.6,Successful
Khushi Sharma,21,Male,52,70,57,57,43,279,55.8,Successful
Rudra Sharma,20,Male,52,59,74,90,45,320,64,Successful
Aayan Sharma,20,Female,56,74,94,34,45,303,60.6,Successful
Kabir Shah,24,Female,70,35,84,89,45,323,64.6,Successful
Atharva Sharma,23,Male,37,70,97,56,90,350,70,Successful
Pihu Sharma,20,Female,65,90,70,89,34,348,69.6,Successful
Ishaan Shah,23,Male,97,42,67,89,88,383,76.6,Successful
Aryan Shah,21,Female,37,64,97,39,50,287,57.4,Successful
Khushi Shah,21,Female,80,57,40,62,91,330,66,Successful
Jiya Shah,19,Male,39,70,37,72,45,263,52.6,Successful
Rudra Sharma,19,Male,57,78,97,50,86,368,73.6,Successful
Anvi Patel,24,Male,66,74,37,76,43,296,59.2,Successful
Kabir Sharma,19,Male,41,89,97,89,36,352,70.4,Successful
Atharva Shah,22,Female,51,70,55,45,45,266,53.2,Successful
Aarav Shah,24,Female,35,70,97,79,45,326,65.2,Successful
Ananya Sharma,24,Female,70,33,66,89,48,306,61.2,Successful
Ananya Patel,23,Female,55,70,97,72,74,368,73.6,Successful
Sai Patel,22,Female,52,96,35,64,67,314,62.8,Successful
Arnav Sharma,23,Female,52,70,83,42,54,301,60.2,Successful
Shreyansh Sharma,21,Male,98,42,50,54,91,335,67,Successful
Nandini Patel,23,Male,67,65,97,89,69,387,77.4,Successful
Vivaan Patel,19,Female,52,68,97,93,53,363,72.6,Successful
Krish Shah,23,Female,50,70,97,89,86,392,78.4,Successful
Krish Shah,19,Male,52,46,97,89,45,329,65.8,Successful
Ananya Patel,21,Female,52,62,97,89,45,345,69,Successful
Aditya Shah,21,Male,88,61,97,53,45,344,68.8,Successful
Aditya Sharma,22,Male,52,70,37,51,39,249,49.8,Successful
Aarush Shah,21,Male,52,70,97,49,88,356,71.2,Successful
Aadi Patel,24,Female,89,95,97,38,94,413,82.6,Successful
Aadi Shah,24,Female,52,41,97,89,37,316,63.2,Successful
Aadi Shah,20,Male,84,92,98,91,100,465,93,Successful
Aditi Sharma,22,Female,52,70,94,69,45,330,66,Successful
Darsh Sharma,21,Male,52,41,97,79,45,314,62.8,Successful
Mohammad Shah,24,Male,39,70,96,83,45,333,66.6,Successful
Kabir Patel,21,Female,44,77,97,89,45,352,70.4,Successful
Shreyansh Sharma,19,Male,55,43,97,89,77,361,72.2,Successful
Anvi Shah,23,Male,77,47,69,89,88,370,74,Successful
Arnav Sharma,19,Female,43,61,97,70,67,338,67.6,Successful
Krish Sharma,24,Female,53,97,34,61,68,313,62.6,Successful
Aditi Sharma,24,Female,46,40,97,89,67,339,67.8,Successful
Advik Sharma,21,Female,69,91,46,67,84,357,71.4,Successful
Nandini Shah,23,Female,37,52,81,95,45,310,62,Successful
Nandini Patel,23,Female,52,64,62,89,47,314,62.8,Successful
Darsh Sharma,23,Male,59,97,72,73,77,378,75.6,Successful
Darsh Shah,22,Female,79,70,97,90,45,381,76.2,Successful
Myra Sharma,20,Female,69,40,63,94,88,354,70.8,Successful
Aditi Sharma,24,Female,52,75,97,74,51,349,69.8,Successful
Pihu Shah,23,Female,37,87,37,37,91,289,57.8,Successful
Pranav Patel,19,Male,60,70,52,89,34,305,61,Successful
Anvi Patel,20,Female,52,56,97,90,60,355,71,Successful
Sara Shah,24,Male,42,70,70,93,79,354,70.8,Successful
Sai Shah,23,Male,52,81,94,89,45,361,72.2,Successful
Neha Shah,19,Male,57,93,97,58,87,392,78.4,Successful
Rudra Shah,24,Male,64,78,41,75,83,341,68.2,Successful
Saanvi Sharma,21,Female,88,79,97,47,77,388,77.6,Successful
Vihaan Sharma,22,Male,63,77,73,89,34,336,67.2,Successful
Jiya Shah,24,Female,85,85,72,91,65,398,79.6,Successful
Pranav Shah,21,Female,65,70,34,91,79,339,67.8,Successful
Jiya Sharma,21,Female,52,94,33,98,46,323,64.6,Successful
Arnav Sharma,23,Female,52,76,97,86,48,359,71.8,Successful
Neha Shah,21,Male,43,55,86,89,45,318,63.6,Successful
Aaryan Sharma,24,Female,83,84,33,72,45,317,63.4,Successful
Dhruv Patel,24,Female,66,70,100,73,41,350,70,Successful
Aaryan Shah,24,Female,92,79,51,36,44,302,60.4,Successful
Ritik Shah,22,Male,52,70,72,91,46,331,66.2,Successful
Aaryan Sharma,19,Male,49,60,89,89,45,332,66.4,Successful
Advik Patel,23,Female,80,70,65,76,96,387,77.4,Successful
Nidhi Shah,19,Male,47,95,97,63,45,347,69.4,Successful
Khushi Sharma,20,Female,52,80,99,60,70,361,72.2,Successful
Arnav Sharma,20,Female,52,70,41,40,45,248,49.6,Successful
Kian Sharma,22,Female,96,36,87,89,45,353,70.6,Successful
Vivaan Sharma,22,Male,52,78,84,89,45,348,69.6,Successful
Shaurya Shah,21,Female,80,70,63,55,65,333,66.6,Successful
Ansh Sharma,23,Female,83,80,56,89,98,406,81.2,Successful
Ritik Patel,24,Female,52,93,60,99,33,337,67.4,Successful
Riya Sharma,24,Male,89,70,97,83,92,431,86.2,Successful
Aayan Shah,22,Female,52,70,80,58,45,305,61,Successful
Vihaan Patel,21,Male,47,70,33,89,33,272,54.4,Successful
Rudra Sharma,19,Male,52,83,97,89,45,366,73.2,Successful
Shreya Patel,24,Female,33,73,79,89,45,319,63.8,Successful
Aarav Patel,23,Male,68,70,97,55,45,335,67,Successful
Sara Patel,23,Male,52,70,83,89,49,343,68.6,Successful
Aaryan Sharma,19,Female,52,65,97,56,54,324,64.8,Successful
Kian Shah,23,Male,63,37,59,89,45,293,58.6,Successful
Aarav Patel,21,Female,73,95,97,36,69,370,74,Successful
Neha Shah,20,Male,52,67,84,89,45,337,67.4,Successful
Pranav Sharma,21,Female,52,54,81,89,77,353,70.6,Successful
Shaurya Sharma,23,Male,81,97,91,89,45,403,80.6,Successful
Vihaan Sharma,21,Female,98,92,83,58,74,405,81,Successful
Krish Patel,21,Female,100,91,51,89,43,374,74.8,Successful
Nandini Shah,21,Male,58,96,45,45,64,308,61.6,Successful
Advik Shah,20,Female,74,70,97,100,84,425,85,Successful
Aayan Patel,22,Male,52,70,97,77,64,360,72,Successful
Reyansh Shah,22,Female,52,91,97,89,45,374,74.8,Successful
Aarush Shah,24,Female,52,100,34,66,79,331,66.2,Successful
Arjun Patel,22,Female,52,70,97,89,39,347,69.4,Successful
Aaradhya Shah,22,Female,57,70,81,83,98,389,77.8,Successful
Ishaan Sharma,22,Female,54,93,97,39,45,328,65.6,Successful
Rudra Patel,19,Male,87,72,97,78,53,387,77.4,Successful
Vivaan Shah,19,Male,52,38,90,89,92,361,72.2,Successful
Aayan Patel,21,Female,64,73,67,76,45,325,65,Successful
Sara Shah,23,Female,63,99,97,52,74,385,77,Successful
Ansh Patel,24,Female,80,67,92,89,36,364,72.8,Successful
Saanvi Patel,19,Male,59,79,49,98,45,330,66,Successful
Khushi Shah,19,Female,42,70,72,97,91,372,74.4,Successful
Nandini Patel,22,Female,52,51,97,87,86,373,74.6,Successful
Riya Patel,23,Female,92,99,68,89,45,393,78.6,Successful
Ishaan Patel,22,Female,52,61,56,56,100,325,65,Successful
Ansh Patel,19,Male,44,39,97,89,98,367,73.4,Successful
Vivaan Sharma,22,Female,86,70,73,89,45,363,72.6,Successful
Arjun Shah,23,Male,50,71,86,34,96,337,67.4,Successful
Ananya Patel,22,Female,44,70,52,89,65,320,64,Successful
Vivaan Shah,22,Female,85,69,97,89,45,385,77,Successful
Aaradhya Shah,24,Male,52,72,58,89,45,316,63.2,Successful
Aadi Sharma,22,Female,52,70,98,89,96,405,81,Successful
Saanvi Patel,24,Female,52,93,85,55,83,368,73.6,Successful
Sara Sharma,22,Female,54,70,53,47,47,271,54.2,Successful
Shreyansh Sharma,24,Male,52,61,97,52,40,302,60.4,Successful
Ananya Sharma,21,Female,60,70,45,62,71,308,61.6,Successful
Saanvi Sharma,19,Male,52,87,56,51,55,301,60.2,Successful
Aryan Shah,19,Female,52,92,46,89,68,347,69.4,Successful
Advik Shah,20,Male,70,70,97,89,93,419,83.8,Successful
Aarush Sharma,24,Male,78,93,97,35,45,348,69.6,Successful
Rudra Patel,22,Female,39,40,59,40,45,223,44.6,Successful
Jiya Sharma,22,Female,48,70,39,89,45,291,58.2,Successful
Shreyansh Sharma,20,Male,34,58,81,34,90,297,59.4,Successful
Kabir Sharma,24,Male,65,49,86,91,70,361,72.2,Successful
Aaryan Sharma,19,Male,52,60,96,58,61,327,65.4,Successful
Aarush Sharma,19,Female,73,51,76,43,72,315,63,Successful
Arnav Shah,24,Female,83,45,37,92,90,347,69.4,Successful
Arnav Sharma,21,Female,52,70,66,85,62,335,67,Successful
Aadhya Shah,24,Male,91,34,76,89,62,352,70.4,Successful
Kabir Shah,19,Female,52,56,97,69,97,371,74.2,Successful
Advik Shah,22,Male,52,67,97,44,45,305,61,Successful
Nidhi Patel,20,Male,52,70,64,89,45,320,64,Successful
Pranav Patel,22,Female,52,70,41,89,45,297,59.4,Successful
Aarush Patel,21,Male,52,85,45,80,87,349,69.8,Successful
Aarush Sharma,24,Male,71,70,82,70,45,338,67.6,Successful
Advik Shah,24,Female,48,86,97,89,45,365,73,Successful
Arnav Patel,22,Female,59,47,81,67,45,299,59.8,Successful
Aaradhya Patel,23,Male,58,73,51,85,49,316,63.2,Successful
Nandini Shah,24,Male,36,77,99,46,55,313,62.6,Successful
Kian Patel,23,Male,91,70,97,95,65,418,83.6,Successful
Shaurya Shah,20,Male,48,88,97,89,33,355,71,Successful
Ritik Patel,21,Female,52,58,91,65,99,365,73,Successful
Anvi Patel,23,Male,85,40,45,89,68,327,65.4,Successful
Nidhi Sharma,22,Female,52,83,50,92,45,322,64.4,Successful
Shreyansh Sharma,22,Female,37,37,67,35,96,272,54.4,Successful
Ishaan Sharma,24,Female,34,39,89,71,94,327,65.4,Successful
Aaradhya Patel,23,Male,52,72,76,55,45,300,60,Successful
Ansh Patel,20,Female,57,53,97,89,36,332,66.4,Successful
Aarav Shah,22,Female,72,52,81,89,76,370,74,Successful
Atharva Patel,24,Female,47,45,69,99,42,302,60.4,Successful
Neha Sharma,24,Male,78,98,45,61,75,357,71.4,Successful
Shreya Shah,19,Male,52,69,64,100,45,330,66,Successful
Aarush Sharma,19,Female,70,70,36,67,77,320,64,Successful
Reyansh Sharma,24,Male,94,49,81,34,74,332,66.4,Successful
Aadi Shah,23,Female,91,33,79,58,49,310,62,Successful
Saanvi Patel,20,Female,52,44,87,71,45,299,59.8,Successful
Mohammad Shah,24,Male,91,70,95,56,80,392,78.4,Successful
Aditi Shah,24,Female,52,91,60,89,57,349,69.8,Successful
Neha Sharma,19,Female,52,47,97,98,82,376,75.2,Successful
Dhruv Sharma,19,Female,52,96,89,89,92,418,83.6,Successful
Atharva Sharma,23,Male,52,70,97,65,43,327,65.4,Successful
Rudra Patel,22,Female,52,36,84,89,90,351,70.2,Successful
Nidhi Shah,22,Male,59,58,50,34,43,244,48.8,Successful
Anvi Shah,21,Male,48,48,40,89,45,270,54,Successful
Shreyansh Sharma,19,Male,38,68,96,89,58,349,69.8,Successful
Ishaan Sharma,19,Female,52,70,97,90,83,392,78.4,Successful
Saanvi Patel,22,Female,47,70,44,44,45,250,50,Successful
Anvi Shah,20,Female,63,84,97,89,63,396,79.2,Successful
Arnav Sharma,19,Female,47,68,48,48,45,256,51.2,Successful
Shreyansh Sharma,19,Male,69,45,97,34,45,290,58,Successful
Pranav Sharma,23,Female,40,41,97,89,72,339,67.8,Successful
Darsh Patel,23,Male,39,70,97,89,57,352,70.4,Successful
Pihu Shah,19,Male,76,39,73,100,81,369,73.8,Successful
Nandini Sharma,23,Female,52,46,97,84,90,369,73.8,Successful
Pihu Patel,22,Male,37,84,74,89,54,338,67.6,Successful
Aditi Shah,24,Female,93,39,74,91,51,348,69.6,Successful
Ishaan Shah,23,Female,97,36,97,98,45,373,74.6,Successful
Aaradhya Shah,19,Female,52,70,87,89,45,343,68.6,Successful
Ritik Shah,23,Female,49,70,97,89,71,376,75.2,Successful
Shaurya Sharma,21,Female,68,39,36,61,97,301,60.2,Successful
Dhruv Shah,23,Male,77,36,97,93,37,340,68,Successful
Arnav Shah,21,Female,52,70,97,51,45,315,63,Successful
Anvi Sharma,20,Female,54,70,90,39,51,304,60.8,Successful
Vihaan Sharma,21,Male,52,37,97,89,88,363,72.6,Successful
Vivaan Shah,20,Female,37,86,60,100,58,341,68.2,Successful
Rudra Patel,22,Male,52,90,45,53,45,285,57,Successful
Ananya Patel,22,Male,87,79,77,92,84,419,83.8,Successful
Kabir Sharma,21,Female,91,82,56,51,45,325,65,Successful
Aadi Sharma,19,Female,52,70,77,89,88,376,75.2,Successful
Kian Shah,20,Female,52,35,37,89,87,300,60,Successful
Arnav Sharma,23,Male,88,67,97,42,77,371,74.2,Successful
Neha Shah,23,Male,52,70,60,59,45,286,57.2,Successful
Aarush Shah,22,Male,54,65,83,89,45,336,67.2,Successful
Darsh Sharma,19,Female,56,43,70,89,45,303,60.6,Successful
Saanvi Sharma,23,Male,52,43,97,89,89,370,74,Successful
Riya Sharma,21,Male,52,70,83,39,45,289,57.8,Successful
Aarav Patel,23,Female,67,67,97,61,45,337,67.4,Successful
Ansh Patel,24,Male,80,52,41,89,95,357,71.4,Successful
Shaurya Sharma,19,Male,37,96,81,56,59,329,65.8,Successful
Arjun Shah,20,Male,70,70,97,44,48,329,65.8,Successful
Advik Sharma,19,Male,63,70,97,42,45,317,63.4,Successful
Ansh Sharma,24,Male,73,50,97,37,35,292,58.4,Successful
Khushi Shah,20,Male,53,49,67,33,36,238,47.6,Successful
Neha Patel,24,Female,52,70,97,45,45,309,61.8,Successful
Vivaan Sharma,21,Male,87,70,78,61,67,363,72.6,Successful
Aditya Sharma,23,Female,85,70,35,89,52,331,66.2,Successful
Aadhya Patel,19,Female,83,76,55,89,71,374,74.8,Successful
Darsh Sharma,23,Female,83,70,43,67,60,323,64.6,Successful
Aditi Sharma,20,Female,52,70,97,72,71,362,72.4,Successful
Advik Shah,20,Female,87,70,33,81,71,342,68.4,Successful
Reyansh Sharma,19,Male,41,70,51,77,45,284,56.8,Successful
Krish Shah,22,Male,52,71,78,57,74,332,66.4,Successful
Aadhya Sharma,22,Male,56,70,69,66,70,331,66.2,Successful
Krish Patel,23,Female,69,75,97,89,45,375,75,Successful
Vivaan Shah,19,Female,52,92,62,79,38,323,64.6,Successful
Pihu Sharma,20,Female,52,91,70,36,64,313,62.6,Successful
Sai Shah,19,Male,68,85,40,56,54,303,60.6,Successful
Aadi Patel,23,Female,49,89,83,99,69,389,77.8,Successful
Darsh Sharma,19,Male,55,60,58,60,41,274,54.8,Successful
Reyansh Shah,24,Male,81,70,85,94,34,364,72.8,Successful
Vivaan Shah,20,Male,52,70,36,82,45,285,57,Successful
Krish Sharma,21,Female,52,70,88,73,45,328,65.6,Successful
Arnav Sharma,24,Male,52,96,97,89,35,369,73.8,Successful
Krish Patel,20,Male,52,99,55,80,65,351,70.2,Successful
Darsh Patel,22,Male,48,70,37,89,66,310,62,Successful
Reyansh Shah,23,Female,38,65,98,89,44,334,66.8,Successful
Ritik Sharma,19,Female,52,41,64,42,45,244,48.8,Successful
Ansh Sharma,22,Female,71,49,84,38,45,287,57.4,Successful
Aarush Sharma,21,Female,60,94,77,89,45,365,73,Successful
Aaradhya Shah,21,Female,88,70,98,89,59,404,80.8,Successful
Aarush Patel,20,Male,34,60,97,76,96,363,72.6,Successful
Vivaan Sharma,22,Female,72,70,80,73,85,380,76,Successful
Shreya Shah,20,Female,52,86,68,68,88,362,72.4,Successful
Kabir Sharma,22,Male,37,33,97,89,45,301,60.2,Successful
Arnav Patel,22,Male,52,70,58,60,45,285,57,Successful
Aadi Sharma,24,Male,47,78,97,35,68,325,65,Successful
Aaradhya Patel,24,Female,34,70,92,98,71,365,73,Successful
Nandini Shah,24,Male,58,33,53,62,79,285,57,Successful
Vivaan Sharma,19,Female,37,70,97,100,36,340,68,Successful
Aaryan Sharma,24,Female,43,43,97,89,78,350,70,Successful
Atharva Shah,22,Male,72,53,97,89,81,392,78.4,Successful
Ansh Patel,22,Female,69,70,45,49,86,319,63.8,Successful
Aarush Shah,24,Male,79,89,86,89,45,388,77.6,Successful
Sai Sharma,24,Male,84,70,46,89,82,371,74.2,Successful
Shaurya Sharma,22,Male,97,42,97,85,64,385,77,Successful
Shreya Patel,23,Female,59,78,97,85,45,364,72.8,Successful
Pranav Patel,24,Female,44,70,60,62,58,294,58.8,Successful
Shreyansh Sharma,20,Female,90,69,96,89,35,379,75.8,Successful
Krish Shah,24,Female,43,88,97,89,57,374,74.8,Successful
Sara Sharma,21,Female,64,70,98,89,45,366,73.2,Successful
Myra Sharma,24,Male,44,43,99,93,43,322,64.4,Successful
Aayan Patel,20,Female,64,70,42,89,45,310,62,Successful
Aayan Patel,22,Female,67,44,97,89,63,360,72,Successful
Vivaan Sharma,22,Male,52,71,97,79,45,344,68.8,Successful
Aarush Shah,22,Female,52,58,95,68,45,318,63.6,Successful
Nidhi Sharma,21,Male,44,69,89,89,81,372,74.4,Successful
Sai Sharma,21,Male,52,75,53,89,45,314,62.8,Successful
Aarav Sharma,22,Male,52,34,97,89,51,323,64.6,Successful
Krish Sharma,22,Female,52,55,86,89,94,376,75.2,Successful
Myra Patel,24,Female,93,82,80,78,54,387,77.4,Successful
Aadi Shah,20,Female,79,70,97,54,84,384,76.8,Successful
Vihaan Patel,21,Male,52,42,55,49,33,231,46.2,Successful
Pranav Shah,20,Male,85,70,97,95,39,386,77.2,Successful
Khushi Sharma,23,Male,68,46,97,89,84,384,76.8,Successful
Pihu Patel,23,Male,46,92,58,61,40,297,59.4,Successful
Nandini Patel,19,Female,52,33,35,95,48,263,52.6,Successful
Nandini Shah,23,Male,69,50,48,99,45,311,62.2,Successful
Sai Patel,20,Female,52,39,97,89,41,318,63.6,Successful
Ritik Sharma,24,Male,39,70,66,89,90,354,70.8,Successful
Shreyansh Sharma,24,Female,52,70,97,40,66,325,65,Successful
Aarav Sharma,19,Female,52,58,97,48,45,300,60,Successful
Aayan Shah,24,Male,52,42,54,66,45,259,51.8,Successful
Ishaan Sharma,22,Male,58,68,34,89,74,323,64.6,Successful
Shaurya Sharma,21,Female,81,77,97,89,82,426,85.2,Successful
Jiya Patel,21,Female,54,70,99,89,45,357,71.4,Successful
Pihu Patel,23,Male,57,70,97,89,45,358,71.6,Successful
Aditya Sharma,20,Male,60,92,79,89,45,365,73,Successful
Shreya Shah,19,Male,65,85,70,89,42,351,70.2,Successful
Saanvi Patel,23,Male,52,65,35,89,45,286,57.2,Successful
Khushi Patel,20,Male,42,70,92,77,45,326,65.2,Successful
Krish Patel,23,Male,85,77,97,48,72,379,75.8,Successful
Shreyansh Shah,21,Female,47,70,97,89,45,348,69.6,Successful
Advik Shah,19,Male,61,56,41,89,63,310,62,Successful
Khushi Patel,23,Female,87,33,80,72,95,367,73.4,Successful
Kian Patel,20,Female,51,74,97,65,45,332,66.4,Successful
Arnav Shah,23,Male,42,92,98,100,35,367,73.4,Successful
Aaradhya Sharma,23,Male,50,37,97,82,45,311,62.2,Successful
Aarush Patel,23,Male,71,86,97,81,45,380,76,Successful
Aaradhya Shah,24,Female,87,73,72,89,45,366,73.2,Successful
Aaryan Patel,22,Female,89,57,97,89,45,377,75.4,Successful
Shaurya Sharma,20,Male,35,70,65,84,90,344,68.8,Successful
Arnav Sharma,19,Male,48,68,90,65,82,353,70.6,Successful
Myra Patel,23,Female,33,62,97,66,94,352,70.4,Successful
Shaurya Sharma,21,Female,52,70,37,59,45,263,52.6,Successful
Myra Patel,19,Male,48,60,63,89,45,305,61,Successful
Aarush Shah,22,Male,52,70,97,66,87,372,74.4,Successful
Aayan Patel,21,Female,65,100,37,63,72,337,67.4,Successful
Nandini Sharma,21,Male,94,87,78,89,45,393,78.6,Successful
Reyansh Sharma,20,Female,80,70,98,39,45,332,66.4,Successful
Ritik Sharma,24,Female,52,70,67,56,49,294,58.8,Successful
Saanvi Shah,19,Male,35,62,44,57,69,267,53.4,Successful
Sai Shah,19,Female,52,70,97,89,34,342,68.4,Successful
Ritik Patel,19,Female,73,55,97,74,63,362,72.4,Successful
Arjun Patel,23,Male,52,72,52,89,45,310,62,Successful
Krish Sharma,23,Male,97,70,97,95,74,433,86.6,Successful
Neha Sharma,23,Female,47,70,97,54,45,313,62.6,Successful
Advik Patel,22,Female,52,70,71,89,39,321,64.2,Successful
Saanvi Patel,22,Female,56,69,81,72,84,362,72.4,Successful
Ansh Sharma,19,Male,78,37,74,56,45,290,58,Successful
Aadhya Patel,22,Male,81,75,58,45,100,359,71.8,Successful
Aryan Patel,22,Female,52,36,97,89,45,319,63.8,Successful
Aryan Shah,23,Male,52,79,97,57,63,348,69.6,Successful
Shreya Sharma,24,Female,52,70,58,89,93,362,72.4,Successful
Aadi Sharma,24,Male,38,70,89,43,96,336,67.2,Successful
Shaurya Sharma,24,Female,54,70,97,71,97,389,77.8,Successful
Sai Shah,22,Male,92,70,97,51,61,371,74.2,Successful
Aryan Patel,23,Male,41,42,97,98,46,324,64.8,Successful
Vivaan Shah,19,Male,90,68,97,64,94,413,82.6,Successful
Riya Sharma,20,Male,33,60,53,85,67,298,59.6,Successful
Arnav Sharma,24,Female,33,70,90,92,91,376,75.2,Successful
Aditya Shah,22,Female,35,99,65,68,48,315,63,Successful
Riya Patel,19,Male,49,88,100,89,43,369,73.8,Successful
Atharva Patel,22,Female,65,39,97,37,87,325,65,Successful
Sai Shah,20,Female,52,43,97,67,45,304,60.8,Successful
Saanvi Patel,24,Female,88,83,47,98,45,361,72.2,Successful
Advik Patel,21,Male,73,95,71,61,45,345,69,Successful
Ansh Shah,19,Female,38,70,94,89,45,336,67.2,Successful
Saanvi Sharma,23,Male,52,70,53,89,53,317,63.4,Successful
Ananya Sharma,20,Male,52,82,97,98,92,421,84.2,Successful
Khushi Sharma,19,Male,35,70,70,65,45,285,57,Successful
Aaradhya Shah,21,Female,93,69,64,52,45,323,64.6,Successful
Aarav Sharma,24,Male,86,70,67,89,97,409,81.8,Successful
Aryan Sharma,19,Female,52,70,92,58,45,317,63.4,Successful
Khushi Sharma,21,Female,52,55,36,65,58,266,53.2,Successful
Krish Shah,22,Male,65,70,70,54,45,304,60.8,Successful
Ansh Sharma,21,Female,52,70,97,65,65,349,69.8,Successful
Vivaan Sharma,19,Female,76,70,77,85,66,374,74.8,Successful
Shreya Sharma,23,Male,95,80,84,99,41,399,79.8,Successful
Vivaan Shah,22,Female,91,38,70,56,90,345,69,Successful
Arjun Shah,22,Male,52,85,83,80,68,368,73.6,Successful
Ritik Shah,19,Female,52,94,97,38,81,362,72.4,Successful
Sara Shah,19,Female,55,44,54,47,99,299,59.8,Successful
Neha Sharma,23,Female,84,96,97,37,45,359,71.8,Successful
Pranav Shah,19,Female,52,74,53,85,99,363,72.6,Successful
Rudra Sharma,20,Female,52,70,97,62,45,326,65.2,Successful
